,Data,,T1,T2,T3,T4,F1,F2,Empty1,Empty2
1955,21/09/2022 21:04:53799800,,39.04,287.188,29.28,219.112,249.599.115,1168,65535,65535
1956,21/09/2022 21:04:54798200,,390.156,287.676,29.28,218.624,247.747.675,1167,65535,65535
1957,21/09/2022 21:04:55827800,,389.912,288.408,29.28,218.868,247.747.675,1168,65535,65535
1958,21/09/2022 21:04:56810600,,390.156,28.792,29.28,220.332,249.599.115,1171,65535,65535
1959,21/09/2022 21:04:57887000,,389.668,288.896,29.28,220.088,249.599.115,1172,65535,65535
1960,21/09/2022 21:04:58854200,,389.668,290.116,292.312,220.088,249.599.115,1171,65535,65535
1961,21/09/2022 21:04:59882200,,388.936,289.872,291.824,219.844,246.821.955,1171,65535,65535
1962,21/09/2022 21:05:00860200,,389.668,290.116,292.068,220.088,249.599.115,1166,65535,65535
1963,21/09/2022 21:05:01845200,,390.156,288.652,29.28,220.088,249.599.115,1168,65535,65535
1964,21/09/2022 21:05:02850200,,390.156,288.652,29.28,220.088,249.599.115,1167,65535,65535
1965,21/09/2022 21:05:03870200,,389.912,28.792,293.044,220.088,249.599.115,1170,65535,65535
1966,21/09/2022 21:05:05026200,,391.132,288.652,293.044,21.96,249.599.115,1168,65535,65535
1967,21/09/2022 21:05:05905600,,39.04,288.652,29.28,218.868,249.599.115,1168,65535,65535
1968,21/09/2022 21:05:06899200,,389.912,288.408,293.044,21.96,250.524.835,1166,65535,65535
1969,21/09/2022 21:05:08165200,,390.156,28.792,29.28,220.088,250.524.835,1168,65535,65535
1970,21/09/2022 21:05:08832200,,390.156,288.652,292.312,218.868,250.524.835,1171,65535,65535
1971,21/09/2022 21:05:09905200,,389.912,290.116,29.28,219.844,250.524.835,1172,65535,65535
1972,21/09/2022 21:05:10877200,,389.668,290.116,29.28,21.96,247.747.675,1171,65535,65535
1973,21/09/2022 21:05:11836400,,389.912,291.336,29.28,21.96,247.747.675,1172,65535,65535
1974,21/09/2022 21:05:12868000,,389.668,288.896,29.28,21.96,247.747.675,1170,65535,65535
1975,21/09/2022 21:05:14135000,,389.668,288.408,293.288,218.868,247.747.675,1173,65535,65535
1976,21/09/2022 21:05:15010000,,389.912,289.628,29.28,21.96,247.747.675,1173,65535,65535
1977,21/09/2022 21:05:15868000,,389.668,291.824,293.044,220.332,249.599.115,1173,65535,65535
1978,21/09/2022 21:05:16898000,,389.912,291.824,292.068,218.868,249.599.115,1175,65535,65535
1979,21/09/2022 21:05:17962200,,389.668,288.896,29.28,219.844,250.524.835,1176,65535,65535
1980,21/09/2022 21:05:18865800,,38.918,287.676,29.28,220.088,249.599.115,1176,65535,65535
1981,21/09/2022 21:05:19849000,,390.156,289.384,29.28,219.844,249.599.115,1171,65535,65535
1982,21/09/2022 21:05:20853000,,39.04,289.872,29.28,219.844,250.524.835,1171,65535,65535
1983,21/09/2022 21:05:21889000,,390.156,290.604,29.28,219.844,249.599.115,1172,65535,65535
1984,21/09/2022 21:05:23033000,,390.156,291.824,29.28,220.088,249.599.115,1175,65535,65535
1985,21/09/2022 21:05:23953000,,389.912,289.872,29.28,220.088,250.524.835,1172,65535,65535
1986,21/09/2022 21:05:24983200,,390.156,290.116,29.28,21.96,247.747.675,1171,65535,65535
1987,21/09/2022 21:05:25880600,,390.156,289.872,29.28,219.844,250.524.835,1170,65535,65535
1988,21/09/2022 21:05:27122600,,39.04,288.408,29.28,219.844,249.599.115,1170,65535,65535
1989,21/09/2022 21:05:28069600,,389.912,289.872,29.28,219.844,247.747.675,1167,65535,65535
1990,21/09/2022 21:05:28979600,,390.156,292.068,29.28,219.844,246.821.955,1168,65535,65535
1991,21/09/2022 21:05:29937600,,389.912,289.872,29.28,21.96,247.747.675,1167,65535,65535
1992,21/09/2022 21:05:30910600,,389.668,28.792,292.068,21.96,246.821.955,1168,65535,65535
1993,21/09/2022 21:05:31891600,,389.668,288.652,292.068,219.844,249.599.115,1170,65535,65535
1994,21/09/2022 21:05:33086600,,388.936,288.652,291.824,218.868,247.747.675,1171,65535,65535
1995,21/09/2022 21:05:33905600,,389.668,28.792,291.824,219.844,249.599.115,1172,65535,65535
1996,21/09/2022 21:05:35023600,,38.918,287.188,292.312,220.088,247.747.675,1175,65535,65535
1997,21/09/2022 21:05:35976600,,388.692,288.652,293.288,219.844,251.450.555,1170,65535,65535
1998,21/09/2022 21:05:36898600,,38.918,28.792,29.28,219.844,249.599.115,1171,65535,65535
1999,21/09/2022 21:05:37842400,,38.918,288.408,29.28,220.332,250.524.835,1171,65535,65535
2000,21/09/2022 21:05:38900000,,388.692,28.792,291.824,219.844,249.599.115,1171,65535,65535
2001,21/09/2022 21:05:39916000,,388.692,28.792,292.068,220.088,249.599.115,1172,65535,65535
2002,21/09/2022 21:05:40861000,,388.692,28.792,29.28,218.868,247.747.675,1172,65535,65535
2003,21/09/2022 21:05:41911000,,388.448,28.792,29.28,219.844,249.599.115,1175,65535,65535
2004,21/09/2022 21:05:42971200,,388.936,289.384,292.068,218.868,247.747.675,1170,65535,65535
2005,21/09/2022 21:05:43885400,,38.918,288.408,29.28,21.96,247.747.675,1170,65535,65535
2006,21/09/2022 21:05:44867600,,38.918,288.896,293.044,219.844,249.599.115,1171,65535,65535
2007,21/09/2022 21:05:45921800,,388.692,288.652,29.28,220.088,249.599.115,1171,65535,65535
2008,21/09/2022 21:05:46864800,,388.448,291.336,291.824,219.844,249.599.115,1171,65535,65535
2009,21/09/2022 21:05:47889800,,389.668,290.604,292.068,220.088,249.599.115,1171,65535,65535
2010,21/09/2022 21:05:48910800,,388.936,288.896,29.28,220.088,250.524.835,1171,65535,65535
2011,21/09/2022 21:05:49899800,,388.692,28.792,291.824,22.082,249.599.115,1171,65535,65535
2012,21/09/2022 21:05:50902800,,38.918,28.548,293.044,220.088,250.524.835,1173,65535,65535
2013,21/09/2022 21:05:51874800,,388.936,288.652,29.28,219.844,250.524.835,1177,65535,65535
2014,21/09/2022 21:05:52911800,,388.936,288.896,29.28,21.96,251.450.555,1176,65535,65535
2015,21/09/2022 21:05:53864800,,38.918,288.408,29.28,220.332,250.524.835,1173,65535,65535
2016,21/09/2022 21:05:54864800,,38.918,286.456,29.28,220.088,249.599.115,1170,65535,65535
2017,21/09/2022 21:05:55848000,,38.918,286.212,29.28,220.332,254.227.715,1168,65535,65535
2018,21/09/2022 21:05:56873400,,388.692,28.67,29.28,220.332,250.524.835,1167,65535,65535
2019,21/09/2022 21:05:57887400,,388.448,288.652,29.28,220.088,249.599.115,1165,65535,65535
2020,21/09/2022 21:05:58885800,,388.692,288.652,29.28,220.088,247.747.675,1170,65535,65535
2021,21/09/2022 21:05:59895600,,388.692,28.792,291.824,220.332,245.896.235,1171,65535,65535
2022,21/09/2022 21:06:00864800,,388.692,287.432,29.28,221.064,246.821.955,1173,65535,65535
2023,21/09/2022 21:06:01878800,,388.692,28.792,29.28,220.088,246.821.955,1170,65535,65535
2024,21/09/2022 21:06:02861600,,387.716,28.67,29.28,221.308,249.599.115,1173,65535,65535
2025,21/09/2022 21:06:03855800,,387.716,28.792,29.28,219.844,247.747.675,1172,65535,65535
2026,21/09/2022 21:06:04854400,,387.716,288.652,291.824,220.332,249.599.115,1172,65535,65535
2027,21/09/2022 21:06:05902800,,387.716,288.652,292.068,220.332,247.747.675,1172,65535,65535
2028,21/09/2022 21:06:06893800,,38.674,288.652,29.28,220.332,249.599.115,1173,65535,65535
2029,21/09/2022 21:06:08621800,,38.674,290.604,292.068,221.064,249.599.115,1176,65535,65535
2030,21/09/2022 21:06:08922800,,38.674,290.604,291.824,221.064,246.821.955,1177,65535,65535
2031,21/09/2022 21:06:10019800,,387.472,289.384,29.158,220.332,247.747.675,1176,65535,65535
2032,21/09/2022 21:06:11209800,,387.228,287.676,291.824,220.332,247.747.675,1176,65535,65535
2033,21/09/2022 21:06:13435800,,387.228,288.408,292.068,220.332,246.821.955,1168,65535,65535
2034,21/09/2022 21:06:15184800,,38.674,28.792,291.824,219.844,247.747.675,1171,65535,65535
2035,21/09/2022 21:06:15616800,,385.764,28.792,292.312,220.088,247.747.675,1170,65535,65535
2036,21/09/2022 21:06:16623800,,386.252,28.67,29.158,220.088,246.821.955,1170,65535,65535
2037,21/09/2022 21:06:17599800,,387.228,286.212,291.824,220.088,246.821.955,1170,65535,65535
2038,21/09/2022 21:06:18577800,,388.936,288.652,29.158,221.064,247.747.675,1172,65535,65535
2039,21/09/2022 21:06:19590800,,38.674,288.896,292.068,22.082,250.524.835,1173,65535,65535
2040,21/09/2022 21:06:21420800,,38.674,289.872,292.068,221.064,247.747.675,1170,65535,65535
2041,21/09/2022 21:06:21570800,,387.228,291.092,291.824,22.082,247.747.675,1171,65535,65535
2042,21/09/2022 21:06:23291800,,387.716,288.652,291.824,221.308,249.599.115,1172,65535,65535
2043,21/09/2022 21:06:23776800,,387.716,28.792,291.824,221.064,249.599.115,1175,65535,65535
2044,21/09/2022 21:06:24573800,,388.692,28.792,292.068,221.064,247.747.675,1172,65535,65535
2045,21/09/2022 21:06:25608800,,387.472,286.456,291.824,221.064,249.599.115,1173,65535,65535
2046,21/09/2022 21:06:26576800,,38.674,286.212,292.068,220.332,249.599.115,1171,65535,65535
2047,21/09/2022 21:06:27610800,,38.674,286.456,292.312,221.064,250.524.835,1168,65535,65535
2048,21/09/2022 21:06:28563800,,386.496,286.212,291.824,221.064,247.747.675,1167,65535,65535
2049,21/09/2022 21:06:29598800,,386.252,285.236,292.068,221.064,249.599.115,1167,65535,65535
2050,21/09/2022 21:06:30578800,,386.496,285.236,291.092,220.088,250.524.835,1167,65535,65535
2051,21/09/2022 21:06:31634800,,386.496,28.67,29.158,221.064,247.747.675,1163,65535,65535
2052,21/09/2022 21:06:32582800,,386.252,285.236,291.824,220.088,247.747.675,1163,65535,65535
2053,21/09/2022 21:06:33578800,,386.252,285.236,291.824,220.332,246.821.955,1165,65535,65535
2054,21/09/2022 21:06:34566800,,386.252,28.548,291.824,220.088,245.896.235,1166,65535,65535
2055,21/09/2022 21:06:35590800,,387.228,28.67,291.824,22.082,247.747.675,1165,65535,65535
2056,21/09/2022 21:06:36584800,,386.496,288.408,292.068,221.308,247.747.675,1167,65535,65535
2057,21/09/2022 21:06:37636800,,387.228,289.628,29.28,221.064,249.599.115,1167,65535,65535
2058,21/09/2022 21:06:38566800,,38.674,290.604,291.824,22.082,246.821.955,1165,65535,65535
2059,21/09/2022 21:06:39757800,,38.674,288.652,291.824,220.332,249.599.115,1165,65535,65535
2060,21/09/2022 21:06:40704800,,386.252,288.896,291.824,220.332,250.524.835,1168,65535,65535
2061,21/09/2022 21:06:41875800,,386.496,289.872,291.824,219.844,250.524.835,1171,65535,65535
2062,21/09/2022 21:06:42675800,,386.496,289.872,291.824,22.082,249.599.115,1171,65535,65535
2063,21/09/2022 21:06:43660800,,386.496,288.652,292.068,221.064,249.599.115,1171,65535,65535
2064,21/09/2022 21:06:44656800,,386.496,288.896,29.158,221.064,249.599.115,1173,65535,65535
2065,21/09/2022 21:06:45663800,,386.496,288.408,292.068,219.844,249.599.115,1171,65535,65535
2066,21/09/2022 21:06:46649800,,386.496,288.896,292.068,221.064,249.599.115,1172,65535,65535
2067,21/09/2022 21:06:47688800,,387.228,28.792,291.824,22.082,249.599.115,1167,65535,65535
2068,21/09/2022 21:06:48648800,,386.496,288.652,291.824,22.082,247.747.675,1165,65535,65535
2069,21/09/2022 21:06:49649800,,386.252,289.628,291.824,221.308,249.599.115,1165,65535,65535
2070,21/09/2022 21:06:50664800,,386.252,288.652,291.824,22.082,245.896.235,1166,65535,65535
2071,21/09/2022 21:06:51662800,,38.674,288.408,29.28,221.064,249.599.115,1168,65535,65535
2072,21/09/2022 21:06:52663800,,386.252,28.792,291.824,22.082,250.524.835,1167,65535,65535
2073,21/09/2022 21:06:53663800,,386.496,288.652,292.312,220.088,250.524.835,1167,65535,65535
2074,21/09/2022 21:06:54646800,,386.496,286.456,291.824,22.082,247.747.675,1170,65535,65535
2075,21/09/2022 21:06:55652800,,386.496,288.896,29.158,221.064,249.599.115,1168,65535,65535
2076,21/09/2022 21:06:56631800,,386.252,290.116,291.824,221.064,249.599.115,1167,65535,65535
2077,21/09/2022 21:06:57837800,,385.764,288.896,292.068,22.082,249.599.115,1167,65535,65535
2078,21/09/2022 21:06:58660800,,38.552,28.792,291.824,221.064,250.524.835,1165,65535,65535
2079,21/09/2022 21:06:59664800,,385.764,288.408,29.158,220.332,246.821.955,1168,65535,65535
2080,21/09/2022 21:07:00664800,,385.764,286.456,292.068,22.082,249.599.115,1170,65535,65535
2081,21/09/2022 21:07:01655800,,386.252,286.212,291.824,221.064,250.524.835,1170,65535,65535
2082,21/09/2022 21:07:02703800,,386.496,286.212,291.824,22.082,247.747.675,1168,65535,65535
2083,21/09/2022 21:07:03643800,,385.764,285.968,291.824,221.064,246.821.955,1172,65535,65535
2084,21/09/2022 21:07:04647800,,385.764,28.792,292.068,221.064,247.747.675,1171,65535,65535
2085,21/09/2022 21:07:05647800,,385.764,288.652,292.068,221.064,246.821.955,1172,65535,65535
2086,21/09/2022 21:07:06665800,,384.056,28.792,291.824,221.064,245.896.235,1172,65535,65535
2087,21/09/2022 21:07:07659800,,385.032,286.212,291.824,220.332,247.747.675,1170,65535,65535
2088,21/09/2022 21:07:08658800,,385.032,285.236,291.092,219.844,246.821.955,1168,65535,65535
2089,21/09/2022 21:07:09659800,,385.032,287.676,292.068,22.082,246.821.955,1168,65535,65535
2090,21/09/2022 21:07:10645800,,385.032,28.792,291.824,221.064,247.747.675,1170,65535,65535
2091,21/09/2022 21:07:11645800,,385.276,286.456,29.158,221.308,249.599.115,1170,65535,65535
2092,21/09/2022 21:07:12642800,,386.252,286.456,291.092,221.064,249.599.115,1172,65535,65535
2093,21/09/2022 21:07:13645800,,386.252,288.896,29.158,221.064,249.599.115,1173,65535,65535
2094,21/09/2022 21:07:14666800,,386.496,289.628,291.824,221.064,249.599.115,1173,65535,65535
2095,21/09/2022 21:07:15674800,,386.496,291.336,291.824,221.064,247.747.675,1173,65535,65535
2096,21/09/2022 21:07:16651800,,386.496,28.67,291.092,221.064,247.747.675,1172,65535,65535
2097,21/09/2022 21:07:17644800,,386.496,28.792,291.824,221.308,247.747.675,1168,65535,65535
2098,21/09/2022 21:07:18645800,,384.544,286.456,292.068,22.082,247.747.675,1166,65535,65535
2099,21/09/2022 21:07:19642800,,385.032,286.212,291.824,221.064,246.821.955,1168,65535,65535
2100,21/09/2022 21:07:20636800,,385.032,286.456,292.068,220.088,247.747.675,1170,65535,65535
2101,21/09/2022 21:07:21672800,,385.032,286.456,29.158,22.082,245.896.235,1166,65535,65535
2102,21/09/2022 21:07:22666800,,385.032,286.456,29.158,22.082,246.821.955,1166,65535,65535
2103,21/09/2022 21:07:23659800,,38.43,28.792,29.158,221.064,247.747.675,1168,65535,65535
2104,21/09/2022 21:07:24659800,,384.544,289.384,29.158,221.064,246.821.955,1168,65535,65535
2105,21/09/2022 21:07:25641800,,384.544,288.652,29.158,221.308,245.896.235,1171,65535,65535
2106,21/09/2022 21:07:26690800,,384.544,28.67,291.092,221.064,247.747.675,1175,65535,65535
2107,21/09/2022 21:07:27641800,,384.056,286.456,29.158,221.064,249.599.115,1175,65535,65535
2108,21/09/2022 21:07:28643800,,385.032,286.212,291.824,221.552,249.599.115,1175,65535,65535
2109,21/09/2022 21:07:29702800,,384.544,28.792,29.158,221.064,249.599.115,1176,65535,65535
2110,21/09/2022 21:07:30723800,,384.544,286.456,29.158,22.082,242.193.355,1172,65535,65535
2111,21/09/2022 21:07:31713800,,384.056,28.792,29.158,221.064,250.524.835,1170,65535,65535
2112,21/09/2022 21:07:32654800,,38.43,288.652,291.092,221.064,247.747.675,1168,65535,65535
2113,21/09/2022 21:07:33663800,,383.812,288.408,29.158,221.064,249.599.115,1170,65535,65535
2114,21/09/2022 21:07:34655800,,383.812,288.652,291.824,221.064,250.524.835,1170,65535,65535
2115,21/09/2022 21:07:35686800,,38.43,28.792,29.158,221.064,249.599.115,1170,65535,65535
2116,21/09/2022 21:07:36669800,,384.056,288.652,29.158,22.082,245.896.235,1172,65535,65535
2117,21/09/2022 21:07:37680800,,383.812,288.896,291.092,221.064,244.970.515,1171,65535,65535
2118,21/09/2022 21:07:38688800,,38.43,287.676,29.158,221.308,244.970.515,1170,65535,65535
2119,21/09/2022 21:07:39662800,,384.544,28.67,29.158,221.552,246.821.955,1166,65535,65535
2120,21/09/2022 21:07:40684800,,384.056,285.236,29.158,221.064,246.821.955,1170,65535,65535
2121,21/09/2022 21:07:41658800,,38.43,286.456,291.092,221.308,246.821.955,1168,65535,65535
2122,21/09/2022 21:07:42669800,,384.056,28.67,290.848,221.308,247.747.675,1168,65535,65535
2123,21/09/2022 21:07:43667800,,383.812,288.408,290.604,221.064,247.747.675,1166,65535,65535
2124,21/09/2022 21:07:44668800,,383.812,28.792,29.158,221.552,249.599.115,1167,65535,65535
2125,21/09/2022 21:07:45733800,,383.812,28.792,291.092,221.064,247.747.675,1163,65535,65535
2126,21/09/2022 21:07:46688800,,38.308,28.67,290.848,22.082,250.524.835,1165,65535,65535
2127,21/09/2022 21:07:47658800,,384.544,286.212,29.158,22.082,249.599.115,1165,65535,65535
2128,21/09/2022 21:07:48677800,,384.544,28.792,291.092,221.064,250.524.835,1166,65535,65535
2129,21/09/2022 21:07:49674800,,38.43,287.188,29.158,221.308,249.599.115,1171,65535,65535
2130,21/09/2022 21:07:50667800,,383.812,286.456,291.824,22.082,247.747.675,1172,65535,65535
2131,21/09/2022 21:07:51666800,,38.43,28.792,291.824,221.064,246.821.955,1168,65535,65535
2132,21/09/2022 21:07:52688800,,38.43,286.212,29.158,221.552,246.821.955,1166,65535,65535
2133,21/09/2022 21:07:53668800,,38.43,284.992,290.848,220.332,247.747.675,1166,65535,65535
2134,21/09/2022 21:07:54697800,,38.43,286.212,29.158,221.064,245.896.235,1167,65535,65535
2135,21/09/2022 21:07:55698800,,384.544,288.896,291.092,221.064,246.821.955,1168,65535,65535
2136,21/09/2022 21:07:56678800,,38.43,287.188,29.158,221.064,246.821.955,1168,65535,65535
2137,21/09/2022 21:07:57678800,,384.544,28.792,29.158,221.064,247.747.675,1170,65535,65535
2138,21/09/2022 21:07:58679800,,384.544,28.67,29.158,221.064,246.821.955,1170,65535,65535
2139,21/09/2022 21:07:59681800,,384.544,286.212,289.872,221.552,249.599.115,1167,65535,65535
2140,21/09/2022 21:08:00684800,,385.032,28.792,29.158,221.308,247.747.675,1167,65535,65535
2141,21/09/2022 21:08:01704800,,384.544,286.456,29.158,22.082,247.747.675,1168,65535,65535
2142,21/09/2022 21:08:02714800,,383.812,288.652,29.158,221.064,249.599.115,1172,65535,65535
2143,21/09/2022 21:08:03684800,,384.056,28.792,29.158,221.308,250.524.835,1172,65535,65535
2144,21/09/2022 21:08:04707800,,38.43,288.408,291.824,221.552,250.524.835,1171,65535,65535
2145,21/09/2022 21:08:05686800,,383.324,288.896,290.604,221.308,247.747.675,1170,65535,65535
2146,21/09/2022 21:08:06695800,,383.324,28.67,290.848,221.064,247.747.675,1171,65535,65535
2147,21/09/2022 21:08:07685800,,383.812,286.456,29.158,22.082,247.747.675,1171,65535,65535
2148,21/09/2022 21:08:08686800,,38.308,286.212,29.158,22.082,245.896.235,1171,65535,65535
2149,21/09/2022 21:08:09707800,,383.812,285.236,29.158,221.064,249.599.115,1173,65535,65535
2150,21/09/2022 21:08:10714800,,38.308,284.748,291.092,22.082,246.821.955,1167,65535,65535
2151,21/09/2022 21:08:11797800,,384.056,28.67,29.158,220.332,246.821.955,1168,65535,65535
2152,21/09/2022 21:08:12685800,,383.812,289.872,291.824,221.064,247.747.675,1170,65535,65535
2153,21/09/2022 21:08:13872800,,38.308,287.188,29.158,22.082,247.747.675,1168,65535,65535
2154,21/09/2022 21:08:14706800,,382.592,286.456,29.036,221.064,247.747.675,1166,65535,65535
2155,21/09/2022 21:08:15700800,,38.308,286.212,29.036,221.064,250.524.835,1167,65535,65535
2156,21/09/2022 21:08:16751800,,383.324,286.212,291.092,22.082,247.747.675,1167,65535,65535
2157,21/09/2022 21:08:17711800,,383.324,28.67,290.848,220.332,249.599.115,1168,65535,65535
2158,21/09/2022 21:08:18771800,,383.324,285.968,291.092,221.308,250.524.835,1170,65535,65535
2159,21/09/2022 21:08:19743800,,383.324,286.212,289.872,221.064,249.599.115,1170,65535,65535
2160,21/09/2022 21:08:20690800,,382.836,285.236,289.872,222.528,249.599.115,1170,65535,65535
2161,21/09/2022 21:08:21732800,,382.836,283.528,29.036,221.064,249.599.115,1168,65535,65535
2162,21/09/2022 21:08:22663800,,382.592,284.992,291.092,22.082,249.599.115,1167,65535,65535
2163,21/09/2022 21:08:23678800,,382.836,286.212,289.872,221.064,247.747.675,1170,65535,65535
2164,21/09/2022 21:08:24670800,,38.308,286.212,289.872,221.308,247.747.675,1175,65535,65535
2165,21/09/2022 21:08:25699800,,38.308,285.968,289.872,22.082,247.747.675,1171,65535,65535
2166,21/09/2022 21:08:26701800,,38.308,287.188,291.092,220.332,245.896.235,1172,65535,65535
2167,21/09/2022 21:08:27685800,,382.104,28.67,289.872,221.552,245.896.235,1172,65535,65535
2168,21/09/2022 21:08:28689800,,382.836,287.676,290.848,221.308,247.747.675,1173,65535,65535
2169,21/09/2022 21:08:29664800,,382.104,284.748,289.872,221.064,247.747.675,1173,65535,65535
2170,21/09/2022 21:08:31058800,,382.592,284.748,289.872,221.064,247.747.675,1170,65535,65535
2171,21/09/2022 21:08:31684800,,382.836,285.236,289.872,221.552,245.896.235,1170,65535,65535
2172,21/09/2022 21:08:32672800,,38.308,284.992,289.872,22.204,247.747.675,1171,65535,65535
2173,21/09/2022 21:08:33689800,,382.836,28.792,289.872,221.064,249.599.115,1170,65535,65535
2174,21/09/2022 21:08:34684800,,38.308,292.312,29.036,221.064,247.747.675,1171,65535,65535
2175,21/09/2022 21:08:35697800,,382.836,287.188,29.036,221.064,247.747.675,1170,65535,65535
2176,21/09/2022 21:08:36684800,,382.104,288.408,290.604,221.064,251.450.555,1171,65535,65535
2177,21/09/2022 21:08:37667800,,383.324,286.212,290.848,221.308,250.524.835,1173,65535,65535
2178,21/09/2022 21:08:38667800,,383.812,285.236,29.036,221.552,249.599.115,1175,65535,65535
2179,21/09/2022 21:08:39672800,,38.308,286.456,29.036,221.308,249.599.115,1175,65535,65535
2180,21/09/2022 21:08:40668800,,38.308,286.456,289.872,221.308,247.747.675,1171,65535,65535
2181,21/09/2022 21:08:41683800,,38.308,288.652,289.628,221.308,247.747.675,1171,65535,65535
2182,21/09/2022 21:08:42690800,,382.836,288.408,29.036,221.064,247.747.675,1170,65535,65535
2183,21/09/2022 21:08:43701800,,382.592,289.872,290.848,221.308,246.821.955,1170,65535,65535
2184,21/09/2022 21:08:44695800,,382.592,288.652,289.872,221.064,243.119.075,1170,65535,65535
2185,21/09/2022 21:08:45675800,,38.308,28.792,289.872,221.552,246.821.955,1170,65535,65535
2186,21/09/2022 21:08:46771800,,38.308,291.092,29.036,221.308,244.970.515,1168,65535,65535
2187,21/09/2022 21:08:47676800,,383.324,287.432,289.384,221.308,247.747.675,1170,65535,65535
2188,21/09/2022 21:08:48682800,,38.308,286.212,291.092,221.064,249.599.115,1171,65535,65535
2189,21/09/2022 21:08:49712800,,382.592,285.236,290.848,221.552,247.747.675,1170,65535,65535
2190,21/09/2022 21:08:50692800,,383.324,288.652,290.848,221.064,249.599.115,1171,65535,65535
2191,21/09/2022 21:08:51695800,,382.592,287.432,289.872,221.552,247.747.675,1167,65535,65535
2192,21/09/2022 21:08:52692800,,382.592,28.792,289.872,221.552,249.599.115,1171,65535,65535
2193,21/09/2022 21:08:53681800,,382.836,28.67,289.872,221.064,249.599.115,1175,65535,65535
2194,21/09/2022 21:08:54702800,,382.836,288.408,289.872,221.552,250.524.835,1176,65535,65535
2195,21/09/2022 21:08:55681800,,382.592,28.792,289.872,221.064,247.747.675,1170,65535,65535
2196,21/09/2022 21:08:56824800,,382.836,288.408,289.872,221.552,246.821.955,1167,65535,65535
2197,21/09/2022 21:08:57774800,,382.836,288.408,290.848,221.308,246.821.955,1168,65535,65535
2198,21/09/2022 21:08:58713800,,382.836,287.432,290.848,221.308,246.821.955,1168,65535,65535
2199,21/09/2022 21:08:59694800,,382.836,287.676,289.872,221.552,246.821.955,1171,65535,65535
2200,21/09/2022 21:09:00706800,,382.104,288.652,289.872,221.552,243.119.075,1171,65535,65535
2201,21/09/2022 21:09:01948800,,382.592,288.408,29.036,221.552,244.970.515,1168,65535,65535
2202,21/09/2022 21:09:02711800,,382.592,287.188,29.036,221.552,246.821.955,1170,65535,65535
2203,21/09/2022 21:09:03699800,,382.836,284.748,289.872,221.552,244.970.515,1172,65535,65535
2204,21/09/2022 21:09:04750800,,381.372,285.968,291.092,221.308,244.970.515,1171,65535,65535
2205,21/09/2022 21:09:06169800,,382.836,288.408,29.036,221.064,246.821.955,1172,65535,65535
2206,21/09/2022 21:09:07931800,,38.186,288.652,289.384,221.064,247.747.675,1172,65535,65535
2207,21/09/2022 21:09:08749800,,382.592,289.384,289.872,221.552,249.599.115,1171,65535,65535
2208,21/09/2022 21:09:09771800,,38.186,288.652,289.872,221.064,249.599.115,1167,65535,65535
2209,21/09/2022 21:09:10752800,,38.308,288.652,29.036,221.064,245.896.235,1167,65535,65535
2210,21/09/2022 21:09:11860800,,381.372,28.792,289.872,221.552,246.821.955,1167,65535,65535
2211,21/09/2022 21:09:12757800,,381.616,286.212,289.872,22.082,247.747.675,1168,65535,65535
2212,21/09/2022 21:09:13760800,,381.372,28.548,289.872,221.552,249.599.115,1172,65535,65535
2213,21/09/2022 21:09:14822800,,381.616,285.968,29.036,221.552,247.747.675,1172,65535,65535
2214,21/09/2022 21:09:15903800,,381.616,287.188,289.872,221.308,247.747.675,1171,65535,65535
2215,21/09/2022 21:09:16783800,,380.884,283.528,289.872,221.552,247.747.675,1171,65535,65535
2216,21/09/2022 21:09:18181800,,380.396,285.236,289.872,221.552,247.747.675,1171,65535,65535
2217,21/09/2022 21:09:19660800,,381.372,287.188,289.872,221.552,249.599.115,1167,65535,65535
2218,21/09/2022 21:09:20134800,,381.372,28.67,289.628,221.308,247.747.675,1165,65535,65535
2219,21/09/2022 21:09:21101800,,381.372,28.67,29.036,221.308,247.747.675,1165,65535,65535
2220,21/09/2022 21:09:22105800,,381.372,288.408,29.036,221.308,249.599.115,1166,65535,65535
2221,21/09/2022 21:09:23132800,,381.372,287.188,289.628,221.552,247.747.675,1168,65535,65535
2222,21/09/2022 21:09:24122800,,381.372,288.652,289.628,221.552,246.821.955,1167,65535,65535
2223,21/09/2022 21:09:25623800,,380.884,287.188,289.872,221.552,250.524.835,1166,65535,65535
2224,21/09/2022 21:09:26121800,,381.372,287.188,29.036,221.552,249.599.115,1163,65535,65535
2225,21/09/2022 21:09:27442800,,380.396,286.212,289.872,221.064,249.599.115,1163,65535,65535
2226,21/09/2022 21:09:28527800,,380.396,287.188,289.384,221.552,249.599.115,1165,65535,65535
2227,21/09/2022 21:09:29388800,,380.396,28.792,289.628,221.064,249.599.115,1166,65535,65535
2228,21/09/2022 21:09:30383800,,380.152,286.456,289.872,221.308,247.747.675,1168,65535,65535
2229,21/09/2022 21:09:31491800,,380.152,287.188,289.872,221.308,246.821.955,1171,65535,65535
2230,21/09/2022 21:09:32497800,,379.664,287.432,289.628,221.064,247.747.675,1171,65535,65535
2231,21/09/2022 21:09:33627800,,37.942,287.188,289.628,221.308,247.747.675,1170,65535,65535
2232,21/09/2022 21:09:34635800,,380.396,28.67,289.628,220.332,246.821.955,1167,65535,65535
2233,21/09/2022 21:09:35360800,,380.396,288.408,289.628,22.204,245.896.235,1165,65535,65535
